Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP102708,Male,Yes,3+,Graduate,No,2864,1836.0,130.0,60.0,1.0,Rural,Y
LP102709,Female,Yes,1,Graduate,No,2334,977.0,199.0,360.0,1.0,Rural,Y
LP102710,Male,Yes,1,Graduate,No,5640,6174.0,113.0,180.0,1.0,Urban,Y
LP102711,Male,No,2,Graduate,No,7501,0.0,141.0,180.0,1.0,Rural,Y
LP102712,Female,No,2,Graduate,No,2574,0.0,237.0,240.0,1.0,Rural,Y
LP102713,Male,No,0,Graduate,No,5890,0.0,,120.0,1.0,Semiurban,Y
LP102714,Female,Yes,0,Graduate,No,2049,3885.0,77.0,360.0,1.0,Urban,Y
LP102715,Male,Yes,2,Graduate,No,9288,2727.0,98.0,60.0,1.0,Semiurban,Y
LP102716,Male,No,0,Graduate,No,3488,0.0,,360.0,1.0,Urban,Y
LP102717,Female,No,2,Graduate,No,4454,0.0,57.0,360.0,1.0,Semiurban,Y
LP102718,Female,Yes,0,Graduate,Yes,8255,2429.0,77.0,360.0,0.0,Urban,N
LP102719,Male,No,1,Graduate,,7806,0.0,,360.0,1.0,Semiurban,Y
LP102720,Female,No,0,Graduate,No,6531,0.0,177.0,360.0,1.0,Semiurban,Y
LP102721,Female,Yes,1,Not Graduate,No,9115,624.0,25.0,300.0,1.0,Semiurban,Y
LP102722,Male,Yes,,Graduate,No,6281,4125.0,117.0,360.0,1.0,Urban,Y
LP102723,Female,Yes,0,Graduate,No,11713,1030.0,123.0,12.0,1.0,Semiurban,Y
LP102724,Male,Yes,1,Graduate,No,1760,2986.0,77.0,360.0,0.0,Semiurban,N
LP102725,Male,No,3+,Graduate,No,4742,0.0,123.0,36.0,1.0,Urban,N
LP102726,Male,Yes,1,Not Graduate,No,4622,3412.0,169.0,360.0,1.0,Semiurban,Y
LP102727,Female,No,2,Graduate,Yes,4309,0.0,206.0,360.0,1.0,Urban,Y
LP102728,Female,No,3+,Not Graduate,No,6624,0.0,142.0,84.0,1.0,Semiurban,Y
LP102729,Male,Yes,3+,Not Graduate,No,5588,1415.0,197.0,360.0,1.0,Semiurban,Y
LP102730,Male,Yes,3+,Graduate,No,8061,794.0,135.0,360.0,1.0,Semiurban,Y
LP102731,Male,No,,Graduate,Yes,2415,0.0,34.0,300.0,1.0,Urban,Y
LP102732,Male,No,3+,Graduate,No,19444,0.0,123.0,36.0,1.0,Urban,Y
LP102733,Female,No,2,Graduate,Yes,3887,0.0,64.0,84.0,1.0,Urban,Y
LP102734,Female,Yes,2,Not Graduate,No,5837,1191.0,143.0,360.0,1.0,Rural,Y
LP102735,Male,Yes,0,Graduate,No,4342,1509.0,117.0,300.0,1.0,Semiurban,Y
LP102736,Female,Yes,3+,Graduate,Yes,5159,2631.0,117.0,36.0,1.0,Rural,Y
LP102737,Male,No,2,Graduate,Yes,3565,0.0,81.0,300.0,1.0,Rural,N
LP102738,Female,Yes,2,Graduate,No,5560,386.0,105.0,360.0,1.0,Rural,Y
LP102739,Female,No,0,Not Graduate,No,6960,0.0,161.0,360.0,1.0,Semiurban,Y
LP102740,Male,Yes,0,Graduate,Yes,1500,1327.0,77.0,360.0,1.0,Urban,Y
LP102741,Male,No,3+,Graduate,No,4035,0.0,92.0,360.0,1.0,Rural,N
LP102742,Female,No,1,Graduate,No,3944,0.0,46.0,360.0,0.0,Urban,N
LP102743,Male,Yes,1,Graduate,No,19784,1247.0,158.0,84.0,1.0,Semiurban,Y
LP102744,Male,Yes,2,Graduate,Yes,8234,7616.0,62.0,120.0,1.0,Rural,Y
LP102745,Male,Yes,0,Graduate,No,12088,1223.0,136.0,300.0,1.0,Semiurban,Y
LP102746,Male,Yes,1,Graduate,No,6869,2314.0,205.0,300.0,0.0,Urban,Y
LP102747,Male,Yes,1,Graduate,Yes,5163,1060.0,287.0,120.0,1.0,Urban,Y
LP102748,Female,Yes,0,Graduate,No,6114,2670.0,110.0,360.0,1.0,Rural,Y
LP102749,Female,Yes,0,Graduate,No,9641,2718.0,195.0,,1.0,Rural,Y
LP102750,Male,No,0,Graduate,No,14045,0.0,133.0,180.0,1.0,Semiurban,Y
LP102751,Female,Yes,0,Graduate,Yes,5891,1623.0,43.0,180.0,1.0,Rural,Y
LP102752,Male,Yes,2,Not Graduate,No,3382,4995.0,55.0,180.0,1.0,Urban,Y
LP102753,Female,No,3+,Graduate,No,8559,0.0,223.0,180.0,1.0,Urban,Y
LP102754,Female,Yes,1,Not Graduate,No,2945,1080.0,268.0,240.0,1.0,Urban,Y
LP102755,Male,No,0,Not Graduate,No,6212,0.0,37.0,300.0,1.0,Urban,Y
LP102756,Female,No,0,Graduate,No,7396,0.0,164.0,300.0,1.0,Urban,Y
LP102757,Male,Yes,2,Not Graduate,No,4606,4971.0,157.0,300.0,1.0,Urban,Y
LP102758,Male,Yes,3+,Not Graduate,No,2855,736.0,82.0,360.0,1.0,Semiurban,Y
LP102759,Female,Yes,0,Graduate,No,3741,3297.0,83.0,240.0,1.0,Urban,Y
LP102760,,Yes,0,Not Graduate,Yes,4064,550.0,71.0,300.0,1.0,Urban,Y
LP102761,Male,Yes,2,Graduate,,2611,1103.0,42.0,300.0,1.0,Rural,Y
LP102762,Male,Yes,2,Graduate,Yes,3898,2675.0,71.0,84.0,1.0,Urban,Y
LP102763,Female,Yes,1,Not Graduate,No,2056,917.0,203.0,360.0,1.0,Urban,Y
LP102764,Male,Yes,2,Graduate,No,7007,5840.0,108.0,180.0,1.0,Urban,Y
LP102765,Male,Yes,2,Not Graduate,Yes,6002,2942.0,208.0,36.0,0.0,Rural,N
LP102766,Female,Yes,3+,Not Graduate,Yes,5764,702.0,40.0,360.0,1.0,Semiurban,Y
LP102767,Female,No,0,Not Graduate,No,3898,0.0,174.0,36.0,0.0,Semiurban,N
LP102768,Male,Yes,3+,Graduate,No,4224,628.0,214.0,300.0,1.0,Urban,Y
LP102769,Male,Yes,1,Not Graduate,No,2988,1813.0,27.0,360.0,0.0,Semiurban,N
LP102770,Male,Yes,2,Graduate,No,6654,3647.0,97.0,480.0,1.0,Urban,Y
LP102771,Male,Yes,1,Graduate,No,2176,3188.0,165.0,300.0,1.0,Urban,Y
LP102772,Male,Yes,1,Graduate,No,5168,1687.0,293.0,180.0,1.0,Semiurban,Y
LP102773,Female,Yes,2,Graduate,No,3360,1372.0,58.0,300.0,1.0,Rural,Y
LP102774,Female,Yes,1,Graduate,No,14106,716.0,308.0,120.0,1.0,Urban,Y
LP102775,Male,Yes,0,Graduate,No,6741,2092.0,174.0,240.0,1.0,Semiurban,Y
LP102776,Male,Yes,1,Graduate,No,4913,3441.0,73.0,360.0,1.0,Urban,Y
LP102777,Female,Yes,1,Graduate,Yes,2531,9431.0,243.0,84.0,0.0,Urban,N
LP102778,Male,Yes,0,Not Graduate,Yes,2168,1255.0,534.0,300.0,1.0,Urban,N
LP102779,Female,Yes,3+,Graduate,No,6617,3559.0,109.0,360.0,1.0,Rural,Y
LP102780,Male,No,0,Graduate,No,14461,0.0,104.0,180.0,1.0,Urban,Y
LP102781,Male,No,1,Not Graduate,No,6281,0.0,,360.0,0.0,Semiurban,N
LP102782,Female,Yes,0,Graduate,No,5459,3218.0,404.0,360.0,1.0,Urban,Y
LP102783,Male,Yes,1,Not Graduate,No,5507,940.0,86.0,300.0,1.0,Semiurban,Y
LP102784,Female,Yes,0,Graduate,Yes,5228,2220.0,75.0,360.0,1.0,Semiurban,Y
LP102785,Male,No,1,Graduate,No,5552,0.0,92.0,360.0,1.0,Urban,Y
LP102786,Male,Yes,0,Graduate,No,3258,2578.0,92.0,360.0,1.0,Rural,Y
LP102787,Female,No,0,Graduate,Yes,2740,0.0,94.0,300.0,1.0,Rural,Y
LP102788,Male,No,2,Not Graduate,No,5247,0.0,83.0,360.0,1.0,Urban,Y
LP102789,Female,No,2,Graduate,No,12040,0.0,87.0,360.0,0.0,Semiurban,N
LP102790,Male,Yes,0,Not Graduate,Yes,7833,1631.0,146.0,240.0,0.0,Urban,N
LP102791,Male,Yes,0,Graduate,No,2344,756.0,301.0,360.0,1.0,Semiurban,Y
LP102792,Female,Yes,3+,Graduate,No,4217,1345.0,74.0,360.0,1.0,Semiurban,Y
LP102793,Male,Yes,0,Not Graduate,No,7611,1137.0,61.0,,1.0,Urban,Y
LP102794,Male,Yes,3+,Graduate,No,12211,733.0,163.0,360.0,1.0,Rural,Y
LP102795,Male,No,1,Not Graduate,No,14396,0.0,184.0,360.0,1.0,Urban,Y
LP102796,Male,Yes,0,Graduate,No,4331,1470.0,338.0,240.0,0.0,Urban,N
LP102797,Male,Yes,2,Graduate,No,8058,1889.0,312.0,300.0,0.0,Semiurban,N
LP102798,Female,Yes,3+,Not Graduate,Yes,5707,668.0,51.0,,1.0,Urban,Y
LP102799,Female,No,1,Graduate,No,4574,0.0,40.0,360.0,1.0,Urban,Y
LP102800,Female,No,1,Graduate,No,5102,0.0,188.0,360.0,1.0,Urban,Y
LP102801,Female,Yes,1,Not Graduate,Yes,5139,1688.0,185.0,,0.0,Rural,N
LP102802,Female,Yes,3+,Graduate,No,9947,681.0,326.0,84.0,1.0,Urban,Y
LP102803,Female,Yes,2,Graduate,Yes,2116,1525.0,169.0,360.0,1.0,Urban,Y
LP102804,Male,Yes,0,Graduate,No,6508,1453.0,95.0,300.0,1.0,Urban,Y
LP102805,Female,Yes,0,Graduate,No,12377,761.0,250.0,360.0,0.0,Urban,Y
LP102806,Female,No,0,Graduate,No,11603,0.0,71.0,240.0,1.0,Semiurban,Y
LP102807,Male,Yes,0,Graduate,No,6914,3338.0,447.0,360.0,1.0,Semiurban,Y
LP102808,Male,Yes,0,Graduate,,3120,1395.0,158.0,180.0,1.0,Semiurban,Y
LP102809,Male,Yes,2,Graduate,No,7832,3671.0,86.0,120.0,0.0,Semiurban,Y
LP102810,Male,No,0,Not Graduate,No,10883,0.0,78.0,12.0,1.0,Urban,Y
LP102811,Female,Yes,1,Graduate,Yes,3608,3298.0,150.0,360.0,1.0,Semiurban,Y
LP102812,Male,Yes,2,Graduate,No,6090,3212.0,128.0,300.0,0.0,Semiurban,Y
LP102813,Male,No,0,Not Graduate,No,4345,0.0,123.0,180.0,1.0,Semiurban,Y
LP102814,Female,Yes,0,Not Graduate,No,3400,4656.0,61.0,240.0,1.0,Rural,Y
LP102815,Male,No,0,Graduate,No,4067,0.0,121.0,,1.0,Rural,Y
LP102816,Male,Yes,0,Not Graduate,No,5308,546.0,220.0,240.0,1.0,Semiurban,Y
LP102817,Male,No,2,Graduate,No,2832,0.0,85.0,180.0,1.0,Rural,Y
LP102818,Female,Yes,2,Graduate,Yes,2567,1072.0,156.0,60.0,1.0,Semiurban,Y
LP102819,Female,Yes,0,Not Graduate,Yes,2881,3273.0,262.0,360.0,0.0,Urban,N
LP102820,Male,No,1,Not Graduate,No,5983,0.0,195.0,480.0,1.0,Semiurban,Y
LP102821,,Yes,0,Graduate,No,2039,2130.0,64.0,360.0,1.0,Urban,Y
LP102822,Male,Yes,1,Graduate,No,1500,2775.0,162.0,360.0,1.0,Urban,Y
LP102823,Female,Yes,1,Graduate,No,11198,2062.0,323.0,,1.0,Semiurban,Y
LP102824,Female,Yes,1,Graduate,No,2675,289.0,180.0,120.0,1.0,Urban,Y
LP102825,Female,Yes,,Not Graduate,No,4374,699.0,272.0,360.0,1.0,Urban,Y
LP102826,Male,No,0,Graduate,No,8547,0.0,241.0,12.0,0.0,Semiurban,N
LP102827,Female,No,2,Graduate,No,2073,0.0,67.0,300.0,1.0,Urban,Y
LP102828,Female,Yes,3+,Graduate,No,2072,208.0,390.0,300.0,1.0,Urban,Y
LP102829,Male,Yes,3+,Not Graduate,Yes,3362,1911.0,284.0,360.0,1.0,Semiurban,N
LP102830,Female,Yes,0,Graduate,No,8749,7647.0,113.0,360.0,1.0,Semiurban,Y
LP102831,Male,No,2,Not Graduate,No,4851,0.0,292.0,180.0,1.0,Rural,Y
LP102832,Female,Yes,2,Not Graduate,No,4891,1873.0,124.0,360.0,1.0,Rural,Y
LP102833,Male,Yes,3+,Graduate,No,4116,418.0,127.0,120.0,1.0,Semiurban,Y
LP102834,Female,Yes,0,Not Graduate,Yes,6886,1455.0,78.0,360.0,,Semiurban,Y
LP102835,Male,Yes,2,Not Graduate,No,11604,485.0,72.0,480.0,0.0,Semiurban,Y
LP102836,Male,Yes,0,Graduate,No,29448,679.0,,360.0,1.0,Urban,Y
LP102837,Male,Yes,2,Graduate,No,4496,566.0,115.0,360.0,1.0,Semiurban,Y
LP102838,Male,No,1,Graduate,No,12278,0.0,55.0,480.0,1.0,Semiurban,Y
LP102839,Male,Yes,2,Graduate,Yes,8951,3237.0,165.0,180.0,,Semiurban,Y
LP102840,Male,Yes,3+,Graduate,No,5768,5545.0,182.0,360.0,1.0,Semiurban,Y
LP102841,Male,Yes,1,Graduate,No,1500,627.0,160.0,240.0,1.0,Semiurban,Y
LP102842,Male,Yes,1,Not Graduate,No,3917,2106.0,159.0,120.0,1.0,Semiurban,Y
LP102843,Male,Yes,0,Graduate,No,4011,807.0,171.0,84.0,1.0,Urban,Y
LP102844,Female,Yes,1,Graduate,Yes,6095,879.0,148.0,360.0,1.0,Semiurban,Y
LP102845,Male,No,1,Graduate,No,4365,0.0,165.0,180.0,1.0,Semiurban,Y
LP102846,Female,Yes,0,Not Graduate,No,3505,2086.0,181.0,360.0,1.0,Semiurban,Y
LP102847,Female,Yes,3+,Graduate,No,16614,2273.0,94.0,180.0,1.0,Semiurban,Y
LP102848,Female,Yes,0,Graduate,No,10774,661.0,62.0,300.0,1.0,Urban,Y
LP102849,Male,No,2,Graduate,No,1500,0.0,162.0,360.0,1.0,Urban,Y
LP102850,Female,No,3+,Graduate,No,4152,0.0,147.0,300.0,1.0,Semiurban,Y
LP102851,Male,No,3+,Graduate,No,7176,0.0,176.0,360.0,1.0,Semiurban,Y
LP102852,Male,Yes,2,Graduate,No,10922,1454.0,265.0,300.0,1.0,Urban,Y
LP102853,Male,No,0,Not Graduate,No,3820,0.0,131.0,120.0,1.0,Urban,N
LP102854,Female,Yes,2,Not Graduate,No,4318,322.0,123.0,360.0,,Semiurban,Y
LP102855,Male,Yes,0,Graduate,Yes,5202,9015.0,177.0,240.0,1.0,Rural,Y
LP102856,Male,No,3+,Graduate,No,7310,0.0,72.0,360.0,0.0,Urban,N
LP102857,Female,No,2,Not Graduate,No,1956,0.0,137.0,180.0,1.0,Semiurban,Y
LP102858,Female,Yes,2,Graduate,No,1500,3424.0,126.0,360.0,1.0,Rural,Y
LP102859,Male,Yes,0,Not Graduate,No,10433,901.0,227.0,120.0,1.0,Urban,Y
LP102860,Male,Yes,1,Not Graduate,No,2713,1974.0,101.0,60.0,1.0,Urban,Y
LP102861,Female,Yes,2,Not Graduate,Yes,17563,4380.0,141.0,480.0,1.0,Rural,Y
LP102862,Male,Yes,3+,Graduate,No,2927,748.0,122.0,12.0,1.0,Urban,Y
LP102863,Male,No,0,Graduate,No,4398,0.0,30.0,360.0,1.0,Semiurban,Y
LP102864,Male,No,3+,Graduate,No,6131,0.0,97.0,12.0,1.0,Semiurban,Y
LP102865,Female,No,0,Graduate,No,1500,0.0,133.0,300.0,1.0,Urban,Y
LP102866,Female,No,2,Graduate,No,27409,0.0,78.0,84.0,1.0,Urban,Y
LP102867,Female,Yes,2,Not Graduate,No,3877,4616.0,124.0,360.0,1.0,Semiurban,Y
LP102868,Female,No,0,Graduate,No,2971,0.0,299.0,180.0,1.0,Semiurban,Y
LP102869,Male,Yes,0,Not Graduate,No,2441,1466.0,239.0,240.0,1.0,Urban,Y
LP102870,Male,Yes,2,Not Graduate,No,6106,2511.0,43.0,180.0,1.0,Semiurban,Y
LP102871,Male,Yes,1,Graduate,No,5851,2533.0,211.0,84.0,1.0,Semiurban,Y
LP102872,Male,Yes,0,Graduate,No,2490,3251.0,188.0,300.0,1.0,Urban,Y
LP102873,Male,No,2,Graduate,No,2157,0.0,126.0,300.0,1.0,Semiurban,Y
LP102874,Female,No,2,Graduate,Yes,9257,0.0,32.0,300.0,0.0,Urban,N
LP102875,Male,Yes,1,Graduate,No,3316,403.0,214.0,360.0,1.0,Semiurban,Y
LP102876,Female,No,0,Graduate,No,1750,0.0,103.0,60.0,0.0,Semiurban,N
LP102877,Male,Yes,0,Not Graduate,No,4497,2639.0,152.0,240.0,1.0,Semiurban,Y
LP102878,Male,No,2,Graduate,No,3862,0.0,75.0,360.0,1.0,Semiurban,Y
LP102879,Male,Yes,1,Graduate,Yes,15835,1147.0,86.0,240.0,1.0,Semiurban,Y
LP102880,Male,Yes,2,Not Graduate,No,3592,1454.0,,120.0,1.0,Semiurban,Y
LP102881,Female,Yes,2,Graduate,No,4084,927.0,355.0,360.0,0.0,Semiurban,N
LP102882,Male,Yes,1,Graduate,No,5606,1659.0,103.0,360.0,1.0,Rural,Y
LP102883,Male,Yes,0,Graduate,Yes,3489,1037.0,332.0,360.0,1.0,Rural,Y
LP102884,Male,No,3+,Graduate,No,6403,0.0,103.0,240.0,0.0,Semiurban,N
LP102885,Male,Yes,1,Graduate,No,2670,5209.0,103.0,84.0,1.0,Urban,Y
LP102886,Male,No,2,Not Graduate,No,4257,0.0,57.0,,0.0,Semiurban,N
LP102887,Female,No,3+,Graduate,No,6273,0.0,180.0,360.0,1.0,Urban,Y
LP102888,Female,Yes,3+,Graduate,No,9726,4497.0,119.0,360.0,1.0,Semiurban,Y
LP102889,Male,Yes,1,Graduate,Yes,3457,1956.0,123.0,120.0,,Semiurban,Y
LP102890,Female,No,0,Not Graduate,No,3432,0.0,106.0,360.0,1.0,Rural,Y
LP102891,Male,Yes,3+,Graduate,No,12391,453.0,74.0,120.0,1.0,Rural,Y
LP102892,Male,No,2,Graduate,No,3529,0.0,195.0,360.0,1.0,Rural,N
LP102893,Male,Yes,1,Graduate,No,4750,643.0,129.0,300.0,0.0,Semiurban,N
LP102894,Male,Yes,1,Graduate,No,13734,1309.0,218.0,300.0,0.0,Semiurban,Y
LP102895,Male,No,1,Graduate,No,5117,0.0,76.0,360.0,1.0,Urban,Y
LP102896,Male,Yes,3+,Not Graduate,Yes,4235,880.0,155.0,180.0,0.0,Rural,N
LP102897,Male,Yes,1,Not Graduate,Yes,4429,2651.0,484.0,360.0,0.0,Semiurban,N
LP102898,Male,Yes,2,Graduate,No,3151,4193.0,87.0,120.0,1.0,Semiurban,Y
LP102899,Male,No,2,Graduate,No,6441,0.0,100.0,240.0,1.0,Urban,Y
LP102900,Female,No,2,Graduate,No,2823,0.0,99.0,120.0,1.0,Semiurban,Y
LP102901,Male,Yes,2,Not Graduate,No,7840,667.0,71.0,120.0,1.0,Semiurban,Y
LP102902,Male,Yes,3+,Graduate,No,4959,710.0,363.0,360.0,1.0,Urban,Y
LP102903,Male,Yes,1,Not Graduate,No,5660,2316.0,33.0,180.0,1.0,Urban,Y
LP102904,Male,Yes,0,Not Graduate,Yes,13874,3199.0,64.0,180.0,0.0,Urban,Y
LP102905,Male,Yes,2,Graduate,Yes,2060,540.0,177.0,360.0,1.0,Rural,Y
LP102906,Male,No,1,Not Graduate,No,4987,0.0,86.0,300.0,0.0,Semiurban,N
LP102907,Male,Yes,0,Not Graduate,No,7207,1214.0,131.0,240.0,1.0,Semiurban,Y
LP102908,Male,Yes,0,Graduate,No,3395,2134.0,131.0,360.0,0.0,Urban,N
LP102909,Male,No,0,Graduate,No,8696,0.0,180.0,300.0,1.0,Urban,Y
LP102910,Male,Yes,2,Graduate,No,3544,1440.0,141.0,360.0,1.0,Urban,Y
LP102911,Male,Yes,2,Graduate,Yes,5854,6091.0,106.0,180.0,1.0,Semiurban,Y
LP102912,Male,Yes,0,Graduate,No,4563,6029.0,145.0,360.0,0.0,Rural,N
LP102913,Male,Yes,2,Graduate,No,5415,482.0,120.0,360.0,1.0,Urban,Y
LP102914,Female,No,0,Graduate,No,5137,0.0,371.0,360.0,1.0,Urban,Y
LP102915,Male,Yes,2,Graduate,No,4821,19158.0,95.0,120.0,0.0,Urban,N
LP102916,Male,Yes,1,Not Graduate,No,3699,1278.0,187.0,360.0,1.0,Semiurban,Y
LP102917,Male,Yes,2,Not Graduate,No,3298,2535.0,232.0,360.0,1.0,Rural,Y
LP102918,Female,No,1,Not Graduate,No,5940,0.0,60.0,240.0,1.0,Semiurban,Y
LP102919,Male,Yes,0,Graduate,No,5072,3578.0,68.0,120.0,1.0,Semiurban,Y
LP102920,Male,Yes,2,Not Graduate,No,3244,189.0,427.0,180.0,1.0,Urban,N
LP102921,Male,No,0,Not Graduate,No,6039,0.0,89.0,300.0,1.0,Semiurban,Y
LP102922,Male,Yes,3+,Graduate,Yes,3723,7327.0,135.0,180.0,1.0,Urban,Y
LP102923,Male,No,2,Not Graduate,No,12497,0.0,120.0,360.0,0.0,Urban,N
LP102924,Male,Yes,1,Graduate,No,21883,786.0,,240.0,1.0,Urban,Y
LP102925,Female,No,2,Not Graduate,Yes,11309,0.0,107.0,180.0,1.0,Urban,Y
LP102926,Male,Yes,0,Not Graduate,No,10937,1541.0,144.0,360.0,0.0,Urban,Y
LP102927,Female,Yes,1,Not Graduate,No,8010,3103.0,82.0,60.0,1.0,Semiurban,Y
LP102928,Female,No,3+,Graduate,No,4333,0.0,117.0,360.0,1.0,Urban,N
LP102929,Male,Yes,0,Graduate,No,1572,1433.0,41.0,480.0,1.0,Rural,Y
LP102930,Male,Yes,2,Graduate,Yes,2657,2834.0,125.0,360.0,1.0,Rural,Y
LP102931,Male,Yes,1,Graduate,No,3274,525.0,164.0,240.0,1.0,Semiurban,Y
LP102932,Male,Yes,2,Graduate,Yes,10144,469.0,238.0,360.0,1.0,Urban,Y
LP102933,Male,No,0,Graduate,No,5731,0.0,267.0,300.0,1.0,Semiurban,Y
LP102934,Female,Yes,1,Not Graduate,No,3308,2582.0,107.0,300.0,1.0,Rural,Y
LP102935,Female,No,3+,Graduate,No,1624,0.0,222.0,240.0,1.0,Urban,Y
LP102936,Male,Yes,0,Not Graduate,No,19749,1886.0,67.0,60.0,1.0,Rural,Y
LP102937,Male,Yes,2,Graduate,No,6768,1451.0,98.0,180.0,1.0,Semiurban,Y
LP102938,Female,Yes,1,Graduate,No,8476,1768.0,355.0,360.0,1.0,Rural,Y
LP102939,Female,No,1,Graduate,Yes,3563,0.0,149.0,180.0,1.0,Rural,Y
LP102940,Female,No,2,Graduate,No,4522,0.0,154.0,240.0,1.0,Urban,Y
LP102941,Male,Yes,1,Graduate,No,3998,548.0,120.0,360.0,1.0,Semiurban,Y
LP102942,Male,No,0,Not Graduate,No,5108,0.0,412.0,180.0,1.0,Urban,Y
LP102943,Male,Yes,3+,Graduate,No,14875,935.0,184.0,360.0,1.0,Urban,Y
LP102944,Male,Yes,2,Not Graduate,,2386,1491.0,327.0,,1.0,Semiurban,Y
LP102945,Male,No,0,Not Graduate,No,4794,0.0,94.0,60.0,1.0,Rural,Y
LP102946,Male,No,1,Graduate,No,6102,0.0,74.0,300.0,1.0,Rural,Y
LP102947,Female,No,2,Not Graduate,No,4582,0.0,84.0,240.0,1.0,Urban,Y
LP102948,Male,Yes,3+,Not Graduate,No,8930,888.0,195.0,300.0,1.0,Urban,Y
LP102949,Male,Yes,3+,Not Graduate,Yes,1734,6274.0,360.0,,1.0,Semiurban,Y
LP102950,Male,Yes,3+,Not Graduate,No,15218,2168.0,210.0,12.0,1.0,Urban,Y
LP102951,Male,,0,Not Graduate,Yes,2159,1769.0,227.0,360.0,1.0,Urban,Y
LP102952,Male,No,3+,Graduate,No,2494,0.0,,120.0,1.0,Rural,N
LP102953,Male,Yes,3+,Graduate,No,3753,3334.0,,300.0,,Rural,N
LP102954,Female,No,1,Not Graduate,No,3332,0.0,452.0,360.0,1.0,Rural,N
LP102955,Male,Yes,1,Not Graduate,No,6340,140.0,200.0,120.0,1.0,Semiurban,Y
LP102956,Male,Yes,,Graduate,No,5914,1263.0,183.0,180.0,1.0,Semiurban,Y
LP102957,Male,No,2,Graduate,No,5261,0.0,226.0,60.0,1.0,Semiurban,Y
LP102958,Female,Yes,0,Not Graduate,No,2099,833.0,48.0,300.0,0.0,Urban,N
LP102959,Female,No,0,Graduate,Yes,4520,0.0,99.0,360.0,1.0,Rural,Y
LP102960,Female,Yes,0,Graduate,No,4973,1325.0,195.0,300.0,1.0,Urban,Y
LP102961,Male,No,1,Graduate,No,10294,0.0,123.0,240.0,1.0,Rural,Y
LP102962,Male,Yes,0,Not Graduate,No,5539,2916.0,,360.0,0.0,Semiurban,N
LP102963,Male,Yes,2,Graduate,Yes,6183,2352.0,289.0,300.0,1.0,Urban,Y
LP102964,Male,No,0,Graduate,No,15954,0.0,144.0,480.0,,Semiurban,Y
LP102965,Female,No,3+,Not Graduate,No,2450,0.0,559.0,360.0,1.0,Urban,N
LP102966,Male,Yes,3+,Not Graduate,No,3893,3569.0,131.0,360.0,1.0,Semiurban,Y
LP102967,Female,Yes,3+,Graduate,No,2486,3065.0,217.0,360.0,1.0,Semiurban,Y
LP102968,Female,Yes,2,Graduate,No,12886,580.0,179.0,480.0,1.0,Semiurban,Y
LP102969,Male,Yes,0,Graduate,No,13425,5538.0,95.0,300.0,1.0,Rural,Y
LP102970,Female,No,1,Not Graduate,Yes,12297,0.0,72.0,360.0,1.0,Urban,Y
LP102971,Male,No,0,Graduate,No,6825,0.0,137.0,84.0,1.0,Semiurban,Y
LP102972,Male,Yes,3+,Graduate,No,6175,16103.0,425.0,,1.0,Rural,Y
LP102973,Male,Yes,0,Not Graduate,No,3733,1293.0,106.0,240.0,1.0,Semiurban,Y
LP102974,Male,No,1,Not Graduate,No,7798,0.0,183.0,360.0,1.0,Rural,Y
LP102975,Male,Yes,2,Graduate,No,2278,1156.0,115.0,240.0,1.0,Semiurban,Y
LP102976,Male,Yes,3+,Graduate,No,2273,2080.0,153.0,360.0,0.0,Rural,N
LP102977,Male,Yes,2,Graduate,No,3820,5653.0,266.0,84.0,1.0,Rural,Y
LP102978,Male,Yes,2,Graduate,Yes,15247,1547.0,143.0,360.0,1.0,Rural,Y
LP102979,Male,Yes,1,Graduate,Yes,3611,1428.0,92.0,360.0,0.0,Rural,N
LP102980,Male,No,,Graduate,No,3916,0.0,351.0,360.0,1.0,Urban,Y
LP102981,Male,Yes,0,Graduate,No,5841,658.0,93.0,300.0,1.0,Semiurban,Y
LP102982,Male,Yes,3+,Graduate,No,8426,1932.0,201.0,300.0,1.0,Urban,Y
LP102983,Female,No,1,Not Graduate,,10417,0.0,54.0,240.0,1.0,Urban,Y
LP102984,Female,Yes,0,Graduate,No,2509,1494.0,290.0,240.0,1.0,Semiurban,Y
LP102985,Female,Yes,3+,Graduate,No,4637,889.0,640.0,84.0,1.0,Rural,N
LP102986,Female,Yes,1,Not Graduate,,5623,576.0,132.0,240.0,0.0,Semiurban,N
LP102987,Male,Yes,3+,Graduate,Yes,5972,308.0,72.0,360.0,1.0,Rural,Y
LP102988,Female,No,3+,Not Graduate,No,8262,0.0,212.0,60.0,1.0,Rural,N
LP102989,Male,No,2,Graduate,Yes,8038,0.0,141.0,120.0,1.0,Urban,Y
LP102990,Male,Yes,0,Graduate,No,4990,3465.0,485.0,360.0,1.0,Urban,Y
LP102991,Female,No,0,Graduate,Yes,9812,0.0,93.0,84.0,1.0,Urban,Y
LP102992,Male,Yes,3+,Graduate,No,8789,2042.0,60.0,180.0,1.0,Semiurban,Y
LP102993,Female,No,3+,Graduate,Yes,8375,0.0,161.0,12.0,0.0,Urban,N
LP102994,Female,Yes,1,Not Graduate,No,3578,2411.0,190.0,360.0,1.0,Rural,Y
LP102995,Female,Yes,1,Graduate,No,7538,2222.0,84.0,360.0,1.0,Urban,Y
